,username,tweet,link,date,language,near
8050,silenthooper,they’ll talk about me being a traitor but won’t talk about how i was one of the pillars of the texas uni scene post covid  also where was NY in that climax top 8  https://t.co/OlCIilzSbM,https://twitter.com/silenthooper/status/1464010741124677634,2021-11-26 02:18:55,en,Texas
8051,andra_tara,In #Covid #Quarantine two #singleladies rocked our #festive #favorites #HappyThanksgiving #beigefood #soyummy #cleanplateclub #pieforlater  https://t.co/6VicuwL0l2,https://twitter.com/andra_tara/status/1464009414764077059,2021-11-26 02:13:39,en,Texas
8052,patroitdog,@WHO @pahowho @WHOAFRO @WHO_Europe @WHOEMRO @WHOSEARO @WHONepal @WHOWPRO @WHOSouthAfrica @WHOPhilippines @PAHOCaribbean Covid 19 abusing women???  https://t.co/dv60dDwDS6,https://twitter.com/patroitdog/status/1464008833865601024,2021-11-26 02:11:20,en,Texas
8053,DeniseMSurvivor,"@Miss_Molly35 @SeanFlan45 There are ways your mom can retire without a go fund me. I'm 60, single parent, on SSDI for 7 yrs. Worked in healthcare. Have Stage IV cancer. Downsize!! Adult children can pay their own bills. She needs to get out of the COVID unit now! She probably has a 401 k. Make it work!",https://twitter.com/DeniseMSurvivor/status/1464008681272528902,2021-11-26 02:10:44,en,Texas
8054,paulAbe39881316,@freelancefunhog Those pushing Covid mitigation measures have failed to address the negative consequences of those measures. Sometimes the cure is worse than the disease.,https://twitter.com/paulAbe39881316/status/1464006741247602703,2021-11-26 02:03:01,en,Texas
8055,browns5719,3 days left of Covid Thanksgiving. LFG! #HappyThanksgiving  https://t.co/sEtbUZbwjZ,https://twitter.com/browns5719/status/1464006629775523843,2021-11-26 02:02:35,en,Texas
8056,cwolmak,@KamalaHarris @JoeBiden Findings show orphanhood as a hidden and ongoing secondary tragedy caused by the COVID-19 pandemic and identifying and caring for these children throughout their development is necessary and urgent part of the pandemic response both during pandemic as well as in the post-pandemic,https://twitter.com/cwolmak/status/1464005638107901959,2021-11-26 01:58:38,en,Texas
8057,richardearnett,@BNODesk Covaxin Covid-19 vaccine will take center stage with mRNA vaccine already with increased vaccinated infections &amp; hospitalization,https://twitter.com/richardearnett/status/1464005566666268681,2021-11-26 01:58:21,en,Texas
8058,sincerely_steff,"I just brought up the news about the new Covid variant in South Africa. Yeah, I’m that person who brings stuff up like that.",https://twitter.com/sincerely_steff/status/1464005288386867202,2021-11-26 01:57:15,en,Texas
8059,TXsports1983,"@Dalton03859178 @HereTwoTroll @RealSkipBayless I like Cooper, but his bitch ass needs to get vaxed. If u vaxed that's your problem if u get covid. If u not, that's EVERYONES PROBLEM! Covid ain't going away ever, this like the flu",https://twitter.com/TXsports1983/status/1464005018466623491,2021-11-26 01:56:10,en,Texas
8060,mommy794,@mikobanz @disclosetv I’ve seen 3 triple vax still had covid.,https://twitter.com/mommy794/status/1464004966197174285,2021-11-26 01:55:58,en,Texas
8061,richardearnett,$ocgn its time Covaxin Covid-19 Vaccine takes center stage over pfizer,https://twitter.com/richardearnett/status/1464004654782726146,2021-11-26 01:54:44,en,Texas
8062,texas1992,"He wasn’t fired, he chose to leave because he didn’t want to get the Covid vaccine. G H is not the bad guy!",https://twitter.com/texas1992/status/1464004387605561344,2021-11-26 01:53:40,en,Texas
8063,troypollock73,@crispus2020 @dvorak_brandon @ChanceTyColeman I had covid and was prescribed Ivermectin for it. It was gone in 48 hours it works,https://twitter.com/troypollock73/status/1464004038710595584,2021-11-26 01:52:17,en,Texas
8064,BryttniTV,"Welp the anti vax conversations have started.   Apparently someone faked a negative covid test to get into a concert...and another person ""knows more people who died from the vaccine that covid itself.""  Ffs.",https://twitter.com/BryttniTV/status/1464001675685945355,2021-11-26 01:42:53,en,Texas
8065,jsutt508,Did y’all make sure to wait in the garage while your Covid test results came back?,https://twitter.com/jsutt508/status/1464001070833844228,2021-11-26 01:40:29,en,Texas
8066,pcook102,"@JohnnyBoylan2 Actually, more than 150 million people in America have already had COVID. 99.8% survivability rate would be even higher if they didn’t call advanced cancer (and other terminal disease) deaths with COVID as “COVID deaths”",https://twitter.com/pcook102/status/1464001022385344515,2021-11-26 01:40:18,en,Texas
8067,susancarleto,@RepThomasMassie Happy Thanksgiving!  I'm 68 yo and was hospitalized with Covid for a week. BUT I now have robust T and B cells!  Yay for natural immunity!!,https://twitter.com/susancarleto/status/1464000438840168453,2021-11-26 01:37:59,en,Texas
8068,ANDREAREADSBOOK,@Shteyngart had my COVID booster yesterday and I a curled up shivering and listening to Our Country Friends!,https://twitter.com/ANDREAREADSBOOK/status/1463998794060775428,2021-11-26 01:31:26,en,Texas
8069,Heavy7602,@BigDuke50 This is what happens when the OL coach has covid and the guy that takes his place is the DL coach.,https://twitter.com/Heavy7602/status/1463997382576599045,2021-11-26 01:25:50,en,Texas
8070,OversoulMastery,@TSharraRahl More virulent and deadly than Covid: the Trump virus  I've said that for awhile now,https://twitter.com/OversoulMastery/status/1463991744178139149,2021-11-26 01:03:26,en,Texas
8071,daniellecashat,@wavechaser2024 We have an empty chair from MiL who died of cancer at the height of Covid when TV told her not to go to the doctor. By the time she went it was too advanced to do anything about.  Love your family. Go to the doctor. Stop watching CNN. Live your lives.,https://twitter.com/daniellecashat/status/1463987558828937218,2021-11-26 00:46:48,en,Texas
8072,Texgalleslie,Guardians' employees face COVID vaccine mandate or termination: report   https://t.co/JcGZIGLtQI,https://twitter.com/Texgalleslie/status/1463987043252555788,2021-11-26 00:44:45,en,Texas
8073,sonneyjo,Via @euronews: Finnish Lapland fears Europe's COVID surge could hit its Christmas season  https://t.co/iS6OfDitNB,https://twitter.com/sonneyjo/status/1463985788006322176,2021-11-26 00:39:46,en,Texas
8074,sonneyjo,Covid: Africa travel restrictions over variant fear  https://t.co/S28RYG8hJ5,https://twitter.com/sonneyjo/status/1463985682570002436,2021-11-26 00:39:20,en,Texas
8075,BTexas1969,"My vaccinated conservative 75 yo mother in law just said:  “Well, we didn’t know anyone who had Covid until after the vaccine. Now all of our church friends have had it and they were all vaccinated. So I just don’t know what to think”",https://twitter.com/BTexas1969/status/1463984434705797132,2021-11-26 00:34:23,en,Texas
8076,ATVLatino,"España empieza a exigir el pasaporte covid por miedo a otra ola de contagios: Madrid, 25 nov (EFE).- Varias…  https://t.co/AAm4tqfh61",https://twitter.com/ATVLatino/status/1463984363972939777,2021-11-26 00:34:06,es,Texas
8077,FisheyeRebelli1,@LAWLESStheBad Nah my family will be doing just fine. It’s almost like there’s no such thing as covid here,https://twitter.com/FisheyeRebelli1/status/1463983654196162564,2021-11-26 00:31:17,en,Texas
8078,FOXWestTexas,"About 10% of people who have had COVID suffer from parosmia, a smell disorder that distorts odors, according to a Wiley study in June.  https://t.co/S5aL5UM074",https://twitter.com/FOXWestTexas/status/1463983356564156418,2021-11-26 00:30:06,en,Texas
8079,jnewin10,Too bad covid  is still here!,https://twitter.com/jnewin10/status/1463983335592628233,2021-11-26 00:30:01,en,Texas
8080,DimoriaeTTV,Never thought I'll get covid and I literally felt like I was dying ..doing much better than I was 🤧,https://twitter.com/DimoriaeTTV/status/1463982642857140229,2021-11-26 00:27:16,en,Texas
8081,frannieOh,Covid: Africa travel restrictions over variant fear.  Travellers arriving from several southern African countries will have to quarantine amid warnings over a new #Covid variant.  https://t.co/mf8RjDcsPi,https://twitter.com/frannieOh/status/1463982582023004168,2021-11-26 00:27:01,en,Texas
8082,boldercoffee,"@TheInsiderPaper Waiting for the media to call this ""COVID on steroids""",https://twitter.com/boldercoffee/status/1463982449109581829,2021-11-26 00:26:30,en,Texas
8083,Par2ivals,"How racist.  No worries, the US will take them with open arms, won't even test them for Covid, I hear.",https://twitter.com/Par2ivals/status/1463981790041882624,2021-11-26 00:23:52,en,Texas
8084,Not2White,@MrBeaty2 Covid-19 is JUST another variant of the common flu...Liberals want you to believe it's much worse than it really is. Wake up people!,https://twitter.com/Not2White/status/1463981059075358726,2021-11-26 00:20:58,en,Texas
8085,Par2ivals,"@BNODesk No worries, the US will take them with open arms, won't even test them for Covid, I hear.",https://twitter.com/Par2ivals/status/1463980949843202053,2021-11-26 00:20:32,en,Texas
8086,Liberallogic5,"@HarborPatriot @Precliner @Iamalwaysad247 Biden spreading that Covid-19,20,21,22,23  all across our land.",https://twitter.com/Liberallogic5/status/1463980175914266626,2021-11-26 00:17:28,en,Texas
8087,DingusJones12,"@agrumpygremlin everybody gets cute little ornamental nug jars with the date on them everybody gets small-batch homegrown goodie bags everybody gets to hit the marriage bong, after the lucky couple of course (not sure how we play this one given covid, maybe a hookah with interchangeable tips)",https://twitter.com/DingusJones12/status/1463979168253845509,2021-11-26 00:13:27,en,Texas
8088,DelightfulDame,@queencharlot I’m doing better today. Got my COVID vaccine booster jab on Monday. Tuesday &amp; Wednesday was feeling the side effects. Plus today is our Thanksgiving &amp; enjoyed watching the Macy’s parade on tv.,https://twitter.com/DelightfulDame/status/1463977916329598979,2021-11-26 00:08:29,en,Texas
8089,DudeAbidesTexas,@nytimes Covid didn’t!! Stupid over reaching political mistakes by the Biden admin did!!,https://twitter.com/DudeAbidesTexas/status/1463977750805549071,2021-11-26 00:07:49,en,Texas
8090,WryManhattan,@TCB61454925 @SpottlessMarxx @JoeBiden Average.  You said lowest. And his average was slaughtered by Covid in 2020. You should really take a basic class in statistics.,https://twitter.com/WryManhattan/status/1463977481216704524,2021-11-26 00:06:45,en,Texas
8091,thoolou,"EXC: Gates Foundation Sent Over $54 Million To China Since COVID, Including To Wuhan Collaborators.  https://t.co/JjDvYm8wQV",https://twitter.com/thoolou/status/1463975513639342086,2021-11-25 23:58:56,en,Texas
8092,al_ga_st,La transparencia de los contratos en relación a las vacunas Covid-19 en Europa   https://t.co/Rk7CpcKY8e,https://twitter.com/al_ga_st/status/1463974359949733890,2021-11-25 23:54:21,es,Texas
8093,dr_bff,@Ti_Enjoli And deer get covid like nobody's business. 😬,https://twitter.com/dr_bff/status/1463973994143666177,2021-11-25 23:52:54,en,Texas
8094,thoolou,HOT holiday item: @CBSEveningNews urges viewers to stock up on Covid tests for Thanksgiving  https://t.co/EDYWWsw2v2,https://twitter.com/thoolou/status/1463973810613411843,2021-11-25 23:52:10,en,Texas
8095,WryManhattan,@awelab1956 @JoeBiden You do know that Covid deaths this year have already surpassed all of 2020?,https://twitter.com/WryManhattan/status/1463972790135136258,2021-11-25 23:48:07,en,Texas
8096,DummieyBlondiey,"@maddow Love to see a story on Reinfections! We hear about ""Break-through"" Infections but not the other.   Do natural antibodies last longer? I'm boosted + Flu shot but I'm curious as where I live fewer vaccinated but everyone has had COVID.   Are they as safe as the vaxxed 2 me?",https://twitter.com/DummieyBlondiey/status/1463972600305049614,2021-11-25 23:47:21,en,Texas
8097,Liberallogic5,@burn_loot And our wide open southern border helps to mix in even more Covid variants.,https://twitter.com/Liberallogic5/status/1463969040481742866,2021-11-25 23:33:13,en,Texas
8098,DummieyBlondiey,I'm so disappointed that #SteveBurton is leaving #GH over vaccine mandate! Ugh🤨ARGH  @ABCNetwork I just will never understand that attitude. IT'S NOT A PERSONAL CHOICE WHEN YOUR COVID GERMS COULD KILL ANOTHER PERSON!  Isn't it similar to having unprotected sex with HIV? AIR=OURS,https://twitter.com/DummieyBlondiey/status/1463969029085962248,2021-11-25 23:33:10,en,Texas
8099,icu81b4i812,@FrenchTikla Tested positive for covid 2 days ago 😭  At least I got a lot of people promising to fix me a plate for later,https://twitter.com/icu81b4i812/status/1463968680149196800,2021-11-25 23:31:47,en,Texas
8100,LemonElla49,@ggreenwald @annbauerwriter Is he going to repeal the part of the CARES Act that pays hospitals for Covid positive patients that go on ventilators and take Remdesivir?,https://twitter.com/LemonElla49/status/1463968623400308741,2021-11-25 23:31:33,en,Texas
8101,TowerRadioShow,Rugratz LiL Prod by DJ PxLx - COVID,https://twitter.com/TowerRadioShow/status/1463967303649873922,2021-11-25 23:26:19,ro,Texas
8102,JacobAtTheMovie,"Last thanksgiving I spent turkey day in quarantine after being diagnosed with Covid-19. One year later, I’m happily spending it surrounded by loved ones. Happy Thanksgiving! 🦃 🍽",https://twitter.com/JacobAtTheMovie/status/1463965121131208716,2021-11-25 23:17:38,en,Texas
8103,BarbaraKetchum7,@ddale8 We can't blame any President for deaths due to COVID period! Blame China.,https://twitter.com/BarbaraKetchum7/status/1463965106308632582,2021-11-25 23:17:35,en,Texas
8104,andra_tara,In #Covid #Quarantine with my roommate for #Thanksgiving. She's sick and 12 days in. I'm still symptom free! #moderna #VaccinesWork We are cooking our favorites and doing what we like. Currently naps and books while the #pie cools. #quiet,https://twitter.com/andra_tara/status/1463965049991667717,2021-11-25 23:17:21,en,Texas
8105,Tsuyoi16,"@shoe0nhead My family, church, friends and their family, the Lord, and nurses and doctors. Been a rough year dealing with cancer, covid currently, and becoming paraplegic. Not to mention other family issues But I've lasted until now and have received so much love and help Happy Thanksgiving!",https://twitter.com/Tsuyoi16/status/1463964203010740233,2021-11-25 23:13:59,en,Texas
8106,TXRGV1,@sjredmond Covid has gone to whatever’s left of his brain.,https://twitter.com/TXRGV1/status/1463963283342475266,2021-11-25 23:10:20,en,Texas
8107,tracy22485777,"@Christi73278017 @1life1fire That’s a fair point. However, right now, people need to go to doctors for infections and leave the emergency room for emergencies and Covid patients who are in dire straits js. If you were in the field, I think you would understand. I wish I could show you the reality of this",https://twitter.com/tracy22485777/status/1463962779518476295,2021-11-25 23:08:20,en,Texas
8108,DebTexasBlue,@Lisa58826659 Happy anniversary! Our 41st is in December and it will be better than 40 was. We had Covid. 😏,https://twitter.com/DebTexasBlue/status/1463962590141427720,2021-11-25 23:07:35,en,Texas
8109,Kristx24,"@thehill Weird. My natural immunity is doing better than all my vaxxed friends. They've been getting Covid. Some with severe symptoms. 🤷‍♀️ so when you get to the 8th booster shot, is that when you decide enough is enough?",https://twitter.com/Kristx24/status/1463960538799652864,2021-11-25 22:59:26,en,Texas
8110,Cara_TXZEAL,B.1.1.529 new Covid variant.    Short 🧵after digesting dozens of virologist tweet threads &amp; sensationalized news headlines/articles.   Too early to know what Botswana  -  South Africa - Christmas variant will do.   Data suggests 10+ RBD mutations (ACE2) plus 32 Spike mutations.,https://twitter.com/Cara_TXZEAL/status/1463959244575752196,2021-11-25 22:54:17,en,Texas
8111,MynameisAmy7,"Myocarditis Reactions, After Taking Experimental COVID Vaccine Shots, Are Far Worse Than Predicted – Clever Journeys  https://t.co/97jM0nerwa",https://twitter.com/MynameisAmy7/status/1463957529705205760,2021-11-25 22:47:28,en,Texas
8112,rjmcnizzle,@chuckinfoosier @thehill I have some terrible news to break to you. You can still get Covid when vaccinated.,https://twitter.com/rjmcnizzle/status/1463957436012937228,2021-11-25 22:47:06,en,Texas
8113,MangusColorado,COVID cases are surging in the five most vaccinated states. Appears that vaccines are not working? Why does the Government keep pushing them? Oh money and power?   https://t.co/z7clSqXm8o,https://twitter.com/MangusColorado/status/1463957405436416003,2021-11-25 22:46:59,en,Texas
8114,FlickMicky,my mother really bought rapid Covid tests to give before we’re allowed to enter her house… l o l.,https://twitter.com/FlickMicky/status/1463955197546352649,2021-11-25 22:38:12,en,Texas
8115,RobertELBowman,"The Biden administration is planning to offer COVID-19 vaccines to migrants that enroll in the Trump-era ""Remain in Mexico"" program, which could go back into effect as soon as next week, according to Axios.  https://t.co/J37Pb0Wpo2",https://twitter.com/RobertELBowman/status/1463953947769593856,2021-11-25 22:33:14,en,Texas
8116,CesarSan1998,@Aarya_cw @GauravP23713132 @BNODesk How can China control a covid variant in SOUTH AFRICA. go look at a map idiot,https://twitter.com/CesarSan1998/status/1463953912248119298,2021-11-25 22:33:06,en,Texas
8117,avataylor02,"@AC051996 @Rubio9Kat32AK47 @Dylyn26 @Quicktake As I SAID there are other opportunities out of fast food. Which higher paying jobs did they have before Covid, that now they can only get jobs at McDonald’s?",https://twitter.com/avataylor02/status/1463953490280128514,2021-11-25 22:31:25,en,Texas
8118,OSN690427,"@schraderwest March 2021, aspirin users less likely to get covid-19.    https://t.co/bMHAokfYvl  Just a short time later, aspirin bad!!! See a pattern?   https://t.co/1rsFKAFGFW",https://twitter.com/OSN690427/status/1463953375658192907,2021-11-25 22:30:58,en,Texas
8119,TheCardNexus,@TheChefsGardens @Zero22350 @GBBranstetter @joshtpm Except we know that a lot of baby boomers sped up retirement because dying from Covid is dumb when you are finally going fishing.   Estimates I've seen say 5 million accelerated retirement. That's a lot of damned people.,https://twitter.com/TheCardNexus/status/1463953154161229827,2021-11-25 22:30:05,en,Texas
8120,avataylor02,"@AC051996 @Rubio9Kat32AK47 @Dylyn26 @Quicktake Gee, as if people can’t get vaccinated to greatly lower their risk of getting Covid, much less seriously. Please dude.",https://twitter.com/avataylor02/status/1463952820705579012,2021-11-25 22:28:46,en,Texas
8121,allareblessed,"Father of unvaccinated mother-of-three, 27, who died of Covid says people who don't get jab should be fined - inews  https://t.co/nqUTvbBti5",https://twitter.com/allareblessed/status/1463952258819891202,2021-11-25 22:26:32,en,Texas
8122,allareblessed,WHO calls special meeting on new Covid variant with 'large number of mutations' - CNBC  https://t.co/kJ5OeiO4Vz,https://twitter.com/allareblessed/status/1463951384571785220,2021-11-25 22:23:03,en,Texas
8123,ConservativeRed,The new norm in a post-Covid vaccination world!,https://twitter.com/ConservativeRed/status/1463950981146759177,2021-11-25 22:21:27,en,Texas
8124,conserv38260908,@hodgetwins The remote job that I took the month before Covid-19 reared it’s ugly head.,https://twitter.com/conserv38260908/status/1463950643887022089,2021-11-25 22:20:07,en,Texas
8125,SpectrumNews1TX,Some families and friends are gathering for the first time this year since the pandemic. Here are some tips to stay COVID safe while seeing your loved ones.  https://t.co/pgRTCkVPBB,https://twitter.com/SpectrumNews1TX/status/1463950616825417730,2021-11-25 22:20:00,en,Texas
8126,DshPharm,@MynameisAmy7 @MdBreathe #HealthTech #Romania #COVID19 #COVID #UK Get online at   https://t.co/EdVRQLrbjM,https://twitter.com/DshPharm/status/1463950254269734921,2021-11-25 22:18:34,en,Texas
8127,DshPharm,@ChristusRegnat4 #UnitedStates #medicine #getmedicine  #coronapas #coronapas #Covid_19 #prescription #infections  https://t.co/gakmnvwMhH,https://twitter.com/DshPharm/status/1463949548066418698,2021-11-25 22:15:45,und,Texas
8128,Mike4LibertyFL,@davidgaw If and when you get covid - don’t take ivermectin.  It’s really that simple.  People and doctors can educate themselves and make their own decisions on a treatment regime. The vaccine is not undergone anything resembling long term trials - but has a proven history of being unsafe,https://twitter.com/Mike4LibertyFL/status/1463948793817223175,2021-11-25 22:12:45,en,Texas
8129,HereticHousewif,"@Kel_MoonFace @MattMurchison @chris_notcapn And all the specialists I see, with no exceptions, said that the risk of my having blood clots from the vaccines was practically nonexistent, but having a blood clot from Covid was a high possibility.",https://twitter.com/HereticHousewif/status/1463948707183968263,2021-11-25 22:12:25,en,Texas
8130,astro_xtl,@mr_fish_2 @KillaKev41 @AskiaJones Now 3 coaches are out with covid.. smh if it’s not one thing it’s another,https://twitter.com/astro_xtl/status/1463948628943327232,2021-11-25 22:12:06,en,Texas
8131,DshPharm,@FanSince09 #UnitedStates #medicine #getmedicine  #coronapas #coronapas #Covid_19 #prescription #infections Get online at   https://t.co/IgWD9RF03v,https://twitter.com/DshPharm/status/1463948298922905600,2021-11-25 22:10:47,en,Texas
8132,TxsleuthUSA,"“My view of medicine has been completely shattered. And I will never be able to unsee it,” said one health-care worker. @edyong209 reports on the health-care workers with long COVID who had to face the ways their profession’s power can be wielded.  https://t.co/19J229S7iT",https://twitter.com/TxsleuthUSA/status/1463947816804442124,2021-11-25 22:08:53,en,Texas
8133,HereticHousewif,"@SnowInSummer @Kel_MoonFace @MattMurchison @chris_notcapn Same here. I've got a genetic predisposition for blood clotting, have a history of blood clots, and my maintenance prescriptions are no match for Covid. Hoping those 3 Moderna vaccines do their job.",https://twitter.com/HereticHousewif/status/1463947681953366029,2021-11-25 22:08:20,en,Texas
8134,DerAufklrer,Interview mit DDr. Martin Haditsch: Covid-Geimpfte stehen auf einer Tretmine  https://t.co/3lpkiQap53,https://twitter.com/DerAufklrer/status/1463947155727695875,2021-11-25 22:06:15,de,Texas
8135,GPAW27,"@washingtonpost We can’t cure COVID, Cancer, etc., fix infrastructures, protect Americans in foreign lands, protect our cities from burning, but we’ll fix global warming, shut up.   Climate change is the democrats money Laundering scheme.",https://twitter.com/GPAW27/status/1463947092062359555,2021-11-25 22:06:00,en,Texas
8136,HereticHousewif,"@OA39 @Kel_MoonFace @MattMurchison @chris_notcapn Same with an acquaintance of ours last spring. He didn't know he had Covid. He had a stroke, while they were prepping him in the ER to receive the clot busting medication he had a second massive ischemic (clot) stroke and couldn't be saved. His Covid test was positive.",https://twitter.com/HereticHousewif/status/1463946725236920324,2021-11-25 22:04:32,en,Texas
8137,Evil_Grin_,This is where COVID started,https://twitter.com/Evil_Grin_/status/1463946418394218496,2021-11-25 22:03:19,en,Texas
8138,DshPharm,@Huxley11Huxley @SinESinead2 @vampiresiren2 #HealthTech #Romania #COVID19 #COVID #UK Get online at   https://t.co/8rDWuBdg2u,https://twitter.com/DshPharm/status/1463946333644021766,2021-11-25 22:02:59,en,Texas
8139,MennoJoe,"@jangajentaan Gevaccineerde mensen, kinderen inclusief, verspreiden Covid op veelvoudige grass MINDER dan ongevaccineerde mensen, kinderen inclusief! Dus, wanneer men de Covid wilt betrijden, dan ligt de keuze klaar! De feiten zijn er, en iedereen weet wat ze zijn!",https://twitter.com/MennoJoe/status/1463946018584776705,2021-11-25 22:01:44,nl,Texas
8140,31Meadows,U.S. is 60% vaccinated yet government &amp; fake news media continues fear mongering using holidays as another crutch. When U.S. is 100% vaccinated what will you complain about? Are you going to whine for daily booster shots? Knock it off. #Knockitoff #CDC #FDA #WHO #COVID #CNN #STFU,https://twitter.com/31Meadows/status/1463945581932560390,2021-11-25 22:00:00,en,Texas
8141,Ca13aLLeRo,“Project management support” in relations to covid 19. What is Harris County supporting @LinaHidalgoTX. That is a hefty price don’t you think?,https://twitter.com/Ca13aLLeRo/status/1463943103178592260,2021-11-25 21:50:09,en,Texas
8142,thisismcgregor,@punk3178 @6oClockDance Gotcha. I’ll get her to set it up tonight. No pressure in donating either.   COVID-19 devastated non-profits in the performing arts. No performances == no money.,https://twitter.com/thisismcgregor/status/1463941498181926914,2021-11-25 21:43:46,en,Texas
8143,MangusColorado,Philadelphia Announces COVID-19 Vaccine Mandate for All City Workers.  Could so many shots poison people in the long run?   https://t.co/UabWhbINi6,https://twitter.com/MangusColorado/status/1463940604484853768,2021-11-25 21:40:13,en,Texas
8144,danamulder,"Oh, good, my unvaxxed younger brother &amp; his unvaxxed family are already at our youngest brother's house. All I don't want for Christmas is Covid.",https://twitter.com/danamulder/status/1463940574512250882,2021-11-25 21:40:06,en,Texas
8145,bbbloss,scheduled my covid booster + flu shot 😮‍💨,https://twitter.com/bbbloss/status/1463940341963370509,2021-11-25 21:39:10,en,Texas
8146,g_haddock,"@GregAbbott_TX Cases are starting to tick back up… I suppose this will be the last Covid post we have from you for awhile??  By the way, how is the grid looking for this winter?",https://twitter.com/g_haddock/status/1463938702070140935,2021-11-25 21:32:39,en,Texas
8147,Tiltmachine210,@SnailBotIO I'm thankful for @RatedResellers for putting me on to make some extra bread during this time of covid. @xxxtentacles_ok,https://twitter.com/Tiltmachine210/status/1463938553247932425,2021-11-25 21:32:04,en,Texas
8148,UsNewsRank,Asylum seekers ‘terrified and suicidal’ as Covid ripped through barracks  https://t.co/RXzrZZxAEb,https://twitter.com/UsNewsRank/status/1463938323874041859,2021-11-25 21:31:09,en,Texas
8149,UsNewsRank,"UK passes 10,000,000 Covid cases in latest grim milestone  https://t.co/CmJXJxvzEg",https://twitter.com/UsNewsRank/status/1463938322611556365,2021-11-25 21:31:09,en,Texas
8150,djade14,I’m extra thankful for those who have gotten the COVID vaccine.,https://twitter.com/djade14/status/1463937763481432066,2021-11-25 21:28:56,en,Texas
8151,cuteleftist,"Liberated myself. Staying home for Thanksgiving today.  My family aren’t people I can say “right now isn’t a good time for me to revisit the past” to, so instead they think I have a covid scare.",https://twitter.com/cuteleftist/status/1463937627313393671,2021-11-25 21:28:23,en,Texas
8152,EricMcPh,Will public health officials heed this warning from an original inventor of the mRNA vaccine technology behind the COVID vaccines? #FactsMatter   https://t.co/SGCnUrelm9  https://t.co/qSqQQVVQbQ,https://twitter.com/EricMcPh/status/1463937066165809153,2021-11-25 21:26:09,en,Texas
8153,DawnHar34026931,@HLTheories Yes.  Especially after the first few shows people in the pits were coming back day later saying they had Covid. I thought for sure it was gonna get canceled.,https://twitter.com/DawnHar34026931/status/1463935746813870098,2021-11-25 21:20:55,en,Texas
8154,MrMWS444,"@bigangrylaw That's all Covid has been about since day one. But hey, mask up Take the jabs Obey your Lords.",https://twitter.com/MrMWS444/status/1463933199831101440,2021-11-25 21:10:48,en,Texas
8155,pcook102,@Ed_head1 I already had COVID before there was a vaccine…  https://t.co/AmmOrBmsOH,https://twitter.com/pcook102/status/1463932666378604546,2021-11-25 21:08:40,en,Texas
8156,fogekeng,The COVID Delta Plus Rewards Program variant.,https://twitter.com/fogekeng/status/1463932176546906112,2021-11-25 21:06:44,en,Texas
8157,nely__ro,"If you got covid, how long did it take to get your taste back? Never been more depressed in my life..",https://twitter.com/nely__ro/status/1463931344954736651,2021-11-25 21:03:25,en,Texas
8158,JimBlack48,"@Albirdly2 @Glen50192061 @LouisCy72344053 Maybe not eradicated: ""...estimates predict that the overall COVID-19 recovery rate is between 97% and 99.75%.""",https://twitter.com/JimBlack48/status/1463931034945392642,2021-11-25 21:02:11,en,Texas
8159,ATVLatino,"Peor que Delta, nueva variante Covid-19 podría esquivar las vacunas, según expertos: La nueva variante de Covid-19…  https://t.co/kWqWXIgBbh",https://twitter.com/ATVLatino/status/1463930625082085378,2021-11-25 21:00:34,es,Texas
8160,FOXWestTexas,"The second Thanksgiving of the COVID-19 pandemic comes as a resurgent virus has pushed new infections in the U.S. to 95,000 daily.  https://t.co/efaeWMgcrz",https://twitter.com/FOXWestTexas/status/1463930523710066697,2021-11-25 21:00:10,en,Texas
8161,JimBlack48,"@mincroft1 @Glen50192061 Most of us understand the numbers are cooked. ""...estimates predict that the overall COVID-19 recovery rate is between 97% and 99.75%.""",https://twitter.com/JimBlack48/status/1463930329832607745,2021-11-25 20:59:23,en,Texas
8162,mzee26,COVID Antibody Tests In High Demand  https://t.co/B1DdQYq9rh,https://twitter.com/mzee26/status/1463930016559939589,2021-11-25 20:58:09,en,Texas
8163,mzee26,"Aaron Rodgers Says He Does NOT Have COVID Toe, Was Just Making Joke  https://t.co/JdaLmbYyu2",https://twitter.com/mzee26/status/1463929572269993995,2021-11-25 20:56:23,en,Texas
8164,JimBlack48,"@Glen50192061 Probably be more, happier people: ""...estimates predict that the overall COVID-19 recovery rate is between 97% and 99.75%.""",https://twitter.com/JimBlack48/status/1463929486924263428,2021-11-25 20:56:02,en,Texas
8165,RhettMicheletti,"""For Covid 19, every sniffle gets noted.""  Really...?  Tell that to this Astra-Zeneca trial participant whose very serious vaccine injury was quickly hidden by those running the trial!   https://t.co/nZ0dlzDNcn",https://twitter.com/RhettMicheletti/status/1463929354522697736,2021-11-25 20:55:31,en,Texas
8166,MerissaHansen17,You can see the numbers on the right where the native Americans would sell their goods. This whole COVID thing reminds me a whole lot of the trail of tears and smallpox.  https://t.co/RCW21eR0Jn,https://twitter.com/MerissaHansen17/status/1463927662414647308,2021-11-25 20:48:47,en,Texas
8167,prolife_liberty,@GeorgeTakei Drag Aaron Rodgers for having a known allergy to an ingredient in the COVID vaccines? Very compassionate of you.,https://twitter.com/prolife_liberty/status/1463927476346929159,2021-11-25 20:48:03,en,Texas
8168,with_dramaticus,Here's a small turkey breast roast I did for the covid positive in-laws  https://t.co/z4BcVNjwRJ,https://twitter.com/with_dramaticus/status/1463926355993800709,2021-11-25 20:43:36,en,Texas
